Country Name,Country Code,2018,2019,2020,2021,2022,2023
Cabo Verde,CPV,34.268,33.805,33.348,32.898,32.455,
Cambodia,KHM,76.612,76.195,75.768,75.332,74.886,
Cameroon,CMR,43.626,43.032,42.44,41.852,41.267,
Canada,CAN,18.589,18.518,18.438,18.347,18.248,
Caribbean small states,CSS,48.7168892276922,48.5873528197754,48.3956270854915,48.2175891677984,48.016083275842,
Cayman Islands,CYM,0.0,0.0,0.0,0.0,0.0,
Central African Republic,CAF,58.636,58.23,57.802,57.352,56.88,
Central Europe and the Baltics,CEB,37.6663333964154,37.5618607868978,37.438545756893,37.3100044313473,37.1602500664856,
Chad,TCD,76.941,76.721,76.48,76.219,75.937,
Channel Islands,CHI,69.086,69.069,69.037,68.988,68.923,
Chile,CHL,12.436,12.357,12.273,12.183,12.088,
China,CHN,40.848,39.692,38.572,37.488,36.44,
Colombia,COL,19.222,18.896,18.575,18.26,17.95,
Comoros,COM,71.035,70.836,70.62,70.387,70.136,
"Congo, Dem. Rep.",COD,55.54,54.954,54.362,53.765,53.163,
"Congo, Rep.",COG,33.084,32.627,32.171,31.717,31.264,
Costa Rica,CRI,20.66,19.924,19.229,18.575,17.958,
Cote d'Ivoire,CIV,49.221,48.761,48.294,47.82,47.339,
Croatia,HRV,43.053,42.758,42.447,42.122,41.781,
Cuba,CUB,22.963,22.891,22.806,22.708,22.599,
Curacao,CUW,10.855,10.902,10.938,10.962,10.975,
Cyprus,CYP,33.19,33.195,33.179,33.144,33.089,
Czechia,CZE,26.208,26.079,25.939,25.786,25.623,
Denmark,DNK,12.126,12.006,11.884,11.76,11.633,
Djibouti,DJI,22.223,22.085,21.938,21.783,21.62,
Dominica,DMA,29.517,29.214,28.91,28.605,28.3,
Dominican Republic,DOM,18.926,18.172,17.46,16.787,16.152,
Early-demographic dividend,EAR,54.9392869791552,54.5335924201651,54.133993973383,53.729045551125,53.3002613813484,
East Asia & Pacific,EAS,40.9452963336192,40.1090821895583,39.3013370757417,38.5268754302162,37.7645681219607,
East Asia & Pacific (IDA & IBRD countries),TEA,44.4251470729526,43.4807896058327,42.5652821138275,41.678582212961,40.8191768001503,
East Asia & Pacific (excluding high income),EAP,44.3479889054608,43.4123864412692,42.5050737972887,41.625987170337,40.7736851704131,
Ecuador,ECU,36.179,36.014,35.834,35.639,35.43,
"Egypt, Arab Rep.",EGY,57.296,57.27,57.217,57.138,57.033,
El Salvador,SLV,27.977,27.254,26.556,25.882,25.233,
Equatorial Guinea,GNQ,27.857,27.373,26.9,26.439,25.99,
Eritrea,ERI,59.92,59.288,58.653,58.015,57.375,
Estonia,EST,31.12,30.949,30.771,30.585,30.391,
Eswatini,SWZ,76.201,76.019,75.829,75.631,75.424,
Ethiopia,ETH,79.237,78.775,78.305,77.826,77.339,
Euro area,EMU,23.2439526695451,23.0028425659041,22.7683768834311,22.5240368136834,22.2803487842591,
Europe & Central Asia,ECS,27.7985192106854,27.5959600221191,27.3928970034467,27.1857960709745,26.9424662939825,
Europe & Central Asia (IDA & IBRD countries),TEC,33.7002565729924,33.5255562608246,33.3505828013683,33.1578156500689,32.9919599781523,
Europe & Central Asia (excluding high income),ECA,32.3964981586091,32.2104779837601,32.026978206484,31.8337449278497,31.6652724601346,
European Union,EUU,25.4830646049215,25.2613366222536,25.0394599318552,24.8035700202563,24.5345522106877,
Faroe Islands,FRO,57.936,57.775,57.602,57.417,57.221,
Fiji,FJI,43.752,43.25,42.753,42.26,41.771,
Finland,FIN,14.618,14.554,14.483,14.404,14.319,
Fragile and conflict affected situations,FCS,57.0720040862692,56.7230592269006,56.3475004669667,55.951402252636,55.663998594772,
France,FRA,19.556,19.291,19.025,18.758,18.491,
French Polynesia,PYF,38.166,38.103,38.025,37.934,37.83,
Gabon,GAB,10.63,10.259,9.908,9.577,9.265,
"Gambia, The",GMB,38.73,38.069,37.418,36.778,36.148,
Georgia,GEO,41.368,40.961,40.547,40.128,39.703,
Germany,DEU,22.688,22.624,22.547,22.456,22.352,
Ghana,GHA,43.94,43.293,42.651,42.015,41.385,
Gibraltar,GIB,0.0,0.0,0.0,0.0,0.0,
Greece,GRC,20.942,20.612,20.285,19.962,19.643,
Greenland,GRL,13.184,12.948,12.718,12.493,12.273,
Grenada,GRD,63.728,63.604,63.463,63.306,63.132,
Guam,GUM,5.22,5.14100000000001,5.062,4.985,4.90900000000001,
Guatemala,GTM,48.946,48.561,48.164,47.755,47.334,
Guinea,GIN,63.86,63.5,63.125,62.736,62.332,
Guinea-Bissau,GNB,56.64,56.223,55.804,55.383,54.959,
Guyana,GUY,73.394,73.311,73.214,73.103,72.978,
Haiti,HTI,44.722,43.808,42.912,42.036,41.18,
Heavily indebted poor countries (HIPC),HPC,63.9210422049763,63.4492406521077,62.9706191473041,62.4842056753745,61.9878761037865,
High income,,19.1306309920748,18.9382971425416,18.7520361390902,18.5685162870067,18.3636163391687,
Honduras,HND,42.904,42.27,41.641,41.018,40.4,
"Hong Kong SAR, China",HKG,0.0,0.0,0.0,0.0,0.0,
Hungary,HUN,28.649,28.356,28.058,27.755,27.448,
IBRD only,IBD,44.880294973355,44.2818401337851,43.6943280590344,43.1100912758256,42.54424102578,
IDA & IBRD total,IBT,49.6340527269802,49.1108246462869,48.5998449214562,48.0955506270315,47.6077307436571,
IDA blend,IDB,57.8121159837228,57.3280359041539,56.8394123498261,56.3462323547884,55.8479097465069,
IDA only,IDX,65.8696265634785,65.3468358369054,64.8227961408971,64.2978144155587,63.7566309433377,
IDA total,IDA,63.1899808189284,62.6853459499588,62.1775951451807,61.6668615710179,61.1421487311603,
Iceland,ISL,6.187,6.145,6.102,6.056,6.008,
India,IND,65.97,65.528,65.074,64.607,64.128,
Indonesia,IDN,44.675,44.015,43.359,42.71,42.066,
"Iran, Islamic Rep.",IRN,25.102,24.609,24.126,23.655,23.193,
Iraq,IRQ,29.527,29.322,29.107,28.881,28.646,
Ireland,IRL,36.83,36.595,36.347,36.088,35.817,
Isle of Man,IMN,47.412,47.265,47.102,46.924,46.729,
Israel,ISR,7.58199999999999,7.499,7.413,7.32599999999999,7.23699999999999,
Italy,ITA,29.562,29.264,28.961,28.654,28.343,
Jamaica,JAM,44.326,44.015,43.689,43.348,42.992,
Japan,JPN,8.384,8.30200000000001,8.218,8.133,8.045,
Jordan,JOR,9.021,8.797,8.58199999999999,8.374,8.173,
Kazakhstan,KAZ,42.572,42.46,42.329,42.179,42.01,
Kenya,KEN,72.97,72.493,72.005,71.507,70.998,
Kiribati,KIR,45.943,45.165,44.406,43.665,42.942,
"Korea, Dem. People's Rep.",PRK,38.101,37.866,37.619,37.358,37.084,
"Korea, Rep.",KOR,18.541,18.57,18.586,18.586,18.573,
Kosovo,XKX,,,,,,
Kuwait,KWT,0.0,0.0,0.0,0.0,0.0,
Kyrgyz Republic,KGZ,63.649,63.409,63.144,62.854,62.539,
Lao PDR,LAO,64.996,64.355,63.71,63.061,62.408,
Late-demographic dividend,LTE,37.568804382626,36.726111767005,35.911166135405,35.1217539947807,34.346671325927,
Latin America & Caribbean,LCN,19.3492918341883,19.1111444023829,18.8654300018429,18.6229867130002,18.3787834559585,
Latin America & Caribbean (excluding high income),LAC,19.8501042184215,19.5781464610322,19.3079561153139,19.0412858624327,18.7775716559482,
Latin America & the Caribbean (IDA & IBRD countries),TLA,19.3301160858588,19.0876692018806,18.8395508724852,18.5931428003948,18.3448460595783,
Latvia,LVA,31.858,31.778,31.685,31.579,31.46,
Least developed countries: UN classification,LDC,66.3619065917076,65.8222422514435,65.2814630634294,64.7367865025206,64.1837466113763,
Lebanon,LBN,11.407,11.242,11.075,10.907,10.738,
Lesotho,LSO,71.847,71.415,70.972,70.52,70.057,
Liberia,LBR,48.849,48.385,47.911,47.427,46.935,
Libya,LBY,19.898,19.607,19.309,19.006,18.698,
Liechtenstein,LIE,85.662,85.629,85.584,85.529,85.462,
Lithuania,LTU,32.321,32.145,31.954,31.751,31.535,
Low & middle income,LMY,49.912945077719,49.3762116059769,48.8542879303559,48.3403088841773,47.844762967659,
Low income,,67.3119301616316,66.8656595371687,66.414592634795,65.9559552551066,65.477824266515,
Lower middle income,,59.628085047424,59.1581490301298,58.68180883228,58.1965148362162,57.746484045086,
Luxembourg,LUX,9.01900000000001,8.777,8.547,8.328,8.119,
"Macao SAR, China",MAC,0.0,0.0,0.0,0.0,0.0,
Madagascar,MDG,62.809,62.139,61.466,60.793,60.118,
Malawi,MWI,83.063,82.826,82.573,82.305,82.02,
Malaysia,MYS,23.964,23.393,22.84,22.304,21.786,
Maldives,MDV,60.192,59.762,59.331,58.898,58.464,
Mali,MLI,57.644,56.864,56.091,55.323,54.563,
Malta,MLT,5.38800000000001,5.322,5.256,5.19,5.125,
Marshall Islands,MHL,22.969,22.583,22.206,21.838,21.48,
Mauritania,MRT,46.328,45.493,44.673,43.867,43.077,
Mauritius,MUS,59.207,59.234,59.24,59.225,59.19,
Mexico,MEX,19.844,19.556,19.269,18.984,18.7,
"Micronesia, Fed. Sts.",FSM,77.297,77.188,77.067,76.932,76.783,
Middle East & North Africa,MEA,34.9787730018024,34.6868307536463,34.4399546881538,34.1932974693156,33.9097664173451,
Middle East & North Africa (IDA & IBRD countries),TMN,38.8780540949785,38.5825545973957,38.2826555709928,37.9734957512198,37.6688163312963,
Middle East & North Africa (excluding high income),MNA,38.7055322387597,38.408875061105,38.1076793308437,37.7971388008408,37.4910023727096,
Middle income,MIC,48.0094220805797,47.4285195668771,46.8625582816205,46.3053245667265,45.767194976696,
Moldova,MDA,57.371,57.274,57.151,57.002,56.827,
Monaco,MCO,0.0,0.0,0.0,0.0,0.0,
Mongolia,MNG,31.555,31.457,31.343,31.215,31.07,
Montenegro,MNE,33.187,32.85,32.512,32.174,31.836,
Morocco,MAR,37.547,37.006,36.468,35.935,35.404,
Mozambique,MOZ,64.012,63.472,62.926,62.372,61.813,
Myanmar,MMR,69.421,69.148,68.859,68.552,68.229,
Namibia,NAM,49.968,48.958,47.967,46.995,46.044,
Nauru,NRU,0.0,0.0,0.0,0.0,0.0,
Nepal,NPL,80.26,79.847,79.424,78.992,78.549,
Netherlands,NLD,8.51000000000001,8.124,7.764,7.428,7.114,
New Caledonia,NCL,29.317,28.896,28.482,28.075,27.675,
New Zealand,NZL,13.462,13.385,13.301,13.211,13.116,
Nicaragua,NIC,41.478,41.24,40.988,40.723,40.444,
Niger,NER,83.575,83.483,83.374,83.249,83.106,
Nigeria,NGA,49.656,48.843,48.042,47.254,46.479,
North America,NAC,17.8269355911881,17.6383109734061,17.4463305487964,17.2499855751517,17.0524021354289,
North Macedonia,MKD,42.037,41.792,41.518,41.214,40.882,
Northern Mariana Islands,MNP,8.38200000000001,8.292,8.202,8.11,8.017,
Norway,NOR,17.752,17.384,17.026,16.677,16.336,
Not classified,,,,,,,
OECD members,OED,19.3989318145436,19.186413127184,18.9722805210126,18.7594966135798,18.5343766186449,
Oman,OMN,15.461,14.557,13.724,12.956,12.25,
Other small states,OSS,37.8065881312386,37.3862748179319,37.1004687496526,36.8482983797954,36.461845561579,
Pacific island small states,PSS,61.3229772729627,61.1172055534745,60.9051764070626,60.6877115322463,60.4462972127143,
Pakistan,PAK,63.334,63.093,62.835,62.56,62.269,
Palau,PLW,20.07,19.53,19.012,18.517,18.044,
Panama,PAN,32.291,31.941,31.586,31.225,30.859,
Papua New Guinea,PNG,86.831,86.75,86.655,86.544,86.418,
Paraguay,PRY,38.415,38.121,37.817,37.504,37.182,
Peru,PER,22.093,21.901,21.703,21.5,21.292,
Philippines,PHL,53.093,52.851,52.592,52.316,52.023,
Poland,POL,39.942,39.963,39.957,39.925,39.866,
Portugal,PRT,34.789,34.236,33.69,33.151,32.619,
Post-demographic dividend,PST,18.7185537621839,18.5261723813781,18.3373893688038,18.1491423039141,17.8951536399736,
Pre-demographic dividend,PRE,58.6173168886785,58.0689680641866,57.5208261424053,56.9686203484179,56.4115891872828,
Puerto Rico,PRI,6.422,6.42400000000001,6.419,6.408,6.39,
Qatar,QAT,0.864999999999995,0.811999999999998,0.765000000000001,0.721999999999994,0.682000000000002,
Romania,ROU,46.002,45.916,45.806,45.671,45.511,
Russian Federation,RUS,25.567,25.413,25.246,25.066,24.874,
Rwanda,RWA,82.789,82.687,82.568,82.432,82.279,
Samoa,WSM,81.757,81.944,82.111,82.258,82.384,
San Marino,SMR,2.774,2.63200000000001,2.501,2.38,2.268,
Sao Tome and Principe,STP,27.197,26.402,25.646,24.927,24.245,
Saudi Arabia,SAU,16.156,15.935,15.713,15.492,15.271,
Senegal,SEN,52.808,52.347,51.878,51.4,50.914,
Serbia,SRB,43.908,43.74,43.554,43.349,43.127,
Seychelles,SYC,43.309,42.881,42.454,42.028,41.604,
Sierra Leone,SLE,57.945,57.516,57.077,56.628,56.169,
Singapore,SGP,0.0,0.0,0.0,0.0,0.0,
Sint Maarten (Dutch part),SXM,0.0,0.0,0.0,0.0,0.0,
Slovak Republic,SVK,46.274,46.271,46.24,46.18,46.091,
Slovenia,SVN,45.459,45.178,44.882,44.573,44.249,
Small states,SST,41.1776185153098,40.8019552737764,40.5253746201471,40.2857817513873,39.9253250985148,
Solomon Islands,SLB,76.251,75.79,75.33,74.872,74.416,
Somalia,SOM,55.029,54.446,53.859,53.269,52.676,
South Africa,ZAF,33.645,33.144,32.646,32.153,31.665,
South Asia,SAS,65.9941008020252,65.5553659421239,65.1067942113801,64.6480750073209,64.1750013504857,
South Asia (IDA & IBRD),TSA,65.9941008020252,65.5553659421239,65.1067942113801,64.6480750073209,64.1750013504857,
South Sudan,SSD,80.385,80.101,79.801,79.486,79.154,
Spain,ESP,19.679,19.435,19.19,18.944,18.696,
Sri Lanka,LKA,81.524,81.415,81.287,81.14,80.974,
St. Kitts and Nevis,KNA,69.224,69.201,69.157,69.094,69.009,
St. Lucia,LCA,81.322,81.246,81.159,81.06,80.95,
St. Martin (French part),MAF,,,,,,
St. Vincent and the Grenadines,VCT,47.802,47.386,46.968,46.548,46.125,
Sub-Saharan Africa,SSF,59.7754546736576,59.2407171362864,58.7055838763015,58.1699471317013,57.6317033062984,
Sub-Saharan Africa (IDA & IBRD countries),TSS,59.7754546736576,59.2407171362864,58.7055838763015,58.1699471317013,57.6317033062984,
Sub-Saharan Africa (excluding high income),SSA,59.776913354028,59.2421412883729,58.7069738679809,58.1713037201002,57.6332898114717,
Sudan,SDN,65.358,65.064,64.747,64.407,64.044,
Suriname,SUR,33.94,33.905,33.851,33.781,33.693,
Sweden,SWE,12.569,12.292,12.023,11.762,11.508,
Switzerland,CHE,26.203,26.151,26.085,26.004,25.908,
Syrian Arab Republic,SYR,45.838,45.179,44.525,43.876,43.231,
Tajikistan,TJK,72.866,72.691,72.494,72.274,72.032,
Tanzania,TZA,66.224,65.5,64.773,64.046,63.318,
Thailand,THA,50.051,49.308,48.57,47.837,47.111,
Timor-Leste,TLS,69.422,69.053,68.68,68.305,67.926,
Togo,TGO,58.298,57.752,57.2,56.642,56.079,
Tonga,TON,76.869,76.893,76.901,76.896,76.875,
Trinidad and Tobago,TTO,46.816,46.813,46.786,46.735,46.66,
Tunisia,TUN,31.055,30.746,30.432,30.112,29.786,
Turkiye,TUR,24.857,24.37,23.895,23.431,22.978,
Turkmenistan,TKM,48.407,47.952,47.484,47.002,46.506,
Turks and Caicos Islands,TCA,6.902,6.64,6.395,6.166,5.953,
Tuvalu,TUV,37.613,36.785,35.986,35.215,34.473,
Uganda,UGA,76.226,75.639,75.046,74.447,73.841,
Ukraine,UKR,30.648,30.527,30.392,30.243,30.081,
United Arab Emirates,ARE,13.478,13.211,12.952,12.701,12.457,
United Kingdom,GBR,16.602,16.348,16.097,15.848,15.602,
United States,USA,17.744,17.541,17.336,17.127,16.916,
Upper middle income,,35.1157745979379,34.3124610402511,33.5325114719584,32.772015061288,32.0332576060194,
Uruguay,URY,4.666,4.574,4.485,4.39700000000001,4.312,
Uzbekistan,UZB,49.522,49.567,49.584,49.573,49.534,
Vanuatu,VUT,74.726,74.606,74.475,74.335,74.184,
"Venezuela, RB",VEN,11.792,11.76,11.721,11.675,11.622,
Viet Nam,VNM,64.081,63.372,62.66,61.948,61.234,
Virgin Islands (U.S.),VIR,4.279,4.16800000000001,4.06100000000001,3.95999999999999,3.864,
West Bank and Gaza,PSE,23.836,23.56,23.281,22.997,22.709,
World,WLD,44.8147632718566,44.3720894680379,43.9382458649858,43.5234883802004,43.100920471115,
"Yemen, Rep.",YEM,63.358,62.727,62.092,61.454,60.812,
Zambia,ZMB,56.479,55.928,55.371,54.808,54.239,
Zimbabwe,ZWE,67.791,67.79,67.758,67.697,67.605,
